"","session.ID","order","price","country","page.1..main.category.","colour","model.photography","page"
"54",54,4,46,29,4,4,1,1
"55",55,8,39.875,29,4,4,2,1
"56",56,9,40.7777777777778,29,1,14,1,1
"57",57,3,33,41,4,4,1,3
"58",58,6,50.1666666666667,29,1,3,1,1
"59",59,2,55,24,3,14,1,3
"60",60,6,47.5,21,2,14,1,1
"61",61,6,48.3333333333333,24,2,2,1,1
"62",62,1,43,31,1,3,1,1
"63",63,5,39,9,3,9,1,1
"64",64,14,56.9285714285714,24,2,2,1,1
"65",65,4,45.75,24,1,1,1,1
"66",66,3,39.6666666666667,24,1,9,2,1
"67",67,21,44.9047619047619,24,1,3,1,1
"68",68,2,47.5,24,1,3,1,1
"69",69,12,47.75,24,3,4,1,1
"70",70,3,50.6666666666667,41,2,9,1,2
"71",71,1,33,9,1,1,1,1
"72",72,1,48,29,3,4,1,1
"73",73,1,38,29,1,2,1,2
"74",74,7,41.4285714285714,29,1,2,1,2
"75",75,1,52,29,2,10,1,1
"76",76,15,40.3333333333333,29,4,14,1,5
"77",77,6,46.6666666666667,29,2,2,1,1
"78",78,1,33,9,3,2,1,2
"79",79,12,38.75,29,4,2,1,1
"80",80,3,39.6666666666667,29,4,2,1,1
"81",81,8,45.125,29,2,4,1,1
"82",82,10,46.2,29,1,3,1,1
"83",83,9,41.3333333333333,29,4,2,1,1
"84",84,4,52.5,9,2,11,1,2
"85",85,1,28,24,3,9,2,1
"86",86,14,43.0714285714286,24,2,2,1,1
"87",87,4,44,41,1,3,1,1
"88",88,6,39.6666666666667,29,4,2,1,1
"89",89,1,50,29,3,9,1,2
"90",90,1,38,29,4,3,1,1
"91",91,5,43.8,29,3,2,1,1
"92",92,1,38,24,1,2,1,2
"93",93,1,43,24,1,3,1,1
"94",94,13,45.3846153846154,29,4,3,1,1
"95",95,2,48,9,3,14,2,4
"96",96,5,48.4,9,2,4,2,1
"97",97,1,43,21,4,2,1,1
"98",98,1,28,21,3,4,2,1
"99",99,9,46.5555555555556,29,2,2,1,2
"100",100,12,37.5833333333333,29,4,3,1,1
"101",101,1,57,29,2,3,2,1
"102",102,4,41.75,29,3,14,1,1
"103",103,4,38,9,1,3,1,1
"104",104,3,60.3333333333333,29,2,2,1,1
"105",105,2,59.5,29,2,12,1,1
"106",106,2,51.5,29,4,4,2,1
"107",107,27,36.5185185185185,29,4,3,1,1
"108",108,6,40.3333333333333,29,4,3,1,1
"109",109,5,46.6,29,1,3,1,1
"110",110,8,41,29,4,2,1,1
"111",111,1,62,29,2,2,1,1
"112",112,8,44.625,29,2,6,1,1
"113",113,9,49.7777777777778,24,2,9,1,2
"114",114,3,38,24,1,2,1,1
"115",115,2,35.5,9,3,5,2,4
"116",116,3,52.3333333333333,9,1,3,1,1
"117",117,1,38,29,3,14,1,3
"118",118,1,38,29,1,3,2,1
"119",119,10,50.6,9,1,3,1,1
"120",120,7,51.5714285714286,9,2,1,1,1
"121",121,8,36.75,29,1,14,1,1
"122",122,3,39.6666666666667,29,1,3,1,1
"123",123,8,36.75,29,4,7,1,1
"124",124,7,44,29,1,14,2,1
"125",125,38,45.9210526315789,29,2,2,1,1
"126",126,2,38,29,3,11,1,1
"127",127,6,39.1666666666667,29,1,14,2,1
"128",128,1,28,29,3,4,2,1
"129",129,1,33,29,3,6,1,1
"130",130,6,35.5,29,4,4,1,1
"131",131,3,43,29,3,2,1,1
"132",132,9,47.5555555555556,29,2,9,1,1
"133",133,4,56,29,2,10,1,1
"134",134,2,35.5,29,1,3,1,1
"135",135,4,36.75,29,4,3,1,1
"136",136,1,62,29,1,3,1,1
"137",137,3,41.3333333333333,29,1,3,1,1
"138",138,15,47.4666666666667,29,1,1,1,2
"139",139,6,51.6666666666667,29,4,3,1,1
"140",140,4,38,29,1,3,1,1
"141",141,4,34.25,29,1,8,1,1
"142",142,4,41.5,29,4,3,1,1
"143",143,5,41.8,29,4,11,1,2
"144",144,3,44.3333333333333,29,4,9,1,2
"145",145,4,55.5,29,1,3,1,1
"146",146,19,47.4210526315789,29,1,3,1,1
"147",147,1,38,29,4,2,2,1
"148",148,6,52.5,29,2,2,1,1
"149",149,4,40.5,29,1,2,1,1
"150",150,1,38,29,4,3,1,1
"151",151,1,23,29,3,9,1,1
"152",152,4,40.5,29,4,4,1,1
"153",153,6,37.3333333333333,29,3,6,1,1
"154",154,4,54.75,29,2,1,1,1
"155",155,2,47.5,29,1,1,1,1
"156",156,1,23,29,3,6,2,1
"157",157,32,40.34375,29,4,14,1,1
"158",158,1,38,29,2,6,1,2
"159",159,2,47.5,29,1,6,2,2
"160",160,3,43,29,4,9,2,1
"161",161,1,33,29,3,6,1,1
"162",162,6,34.6666666666667,29,3,6,1,1
"163",163,3,36.3333333333333,29,3,11,1,1
"164",164,4,34.25,29,1,1,2,2
"165",165,6,49,29,2,6,1,2
"166",166,1,38,29,2,9,1,2
"167",167,5,40,44,3,4,2,1
"168",168,49,42.2857142857143,34,3,14,1,3
"169",169,1,67,29,2,2,1,1
"170",170,11,47.5454545454545,29,2,3,1,1
"171",171,8,45.375,29,1,6,1,1
"172",172,6,51.6666666666667,29,2,4,1,1
"173",173,27,46.5925925925926,29,2,2,1,1
"174",174,12,38.4166666666667,29,4,9,2,2
"175",175,1,57,29,2,3,2,1
"176",176,1,67,29,2,2,1,1
"177",177,4,43,29,4,2,1,1
"178",178,2,40.5,29,4,14,1,3
"179",179,3,57,29,2,2,1,2
"180",180,1,33,29,1,14,2,1
"181",181,14,42.2142857142857,29,4,14,1,1
"182",182,9,33.5555555555556,29,4,4,2,1
"183",183,18,48.6666666666667,29,1,3,1,1
"184",184,44,39.5,29,3,2,1,1
"185",185,2,33,29,4,4,1,1
"186",186,11,32.9090909090909,29,3,2,2,3
"187",187,9,36.3333333333333,29,4,2,1,3
"188",188,17,45.3529411764706,29,1,3,1,1
"189",189,2,40.5,29,1,2,1,1
"190",190,5,37.4,29,3,2,1,1
"191",191,1,57,29,3,6,2,4
"192",192,19,50.0526315789474,29,1,2,1,1
"193",193,6,42,29,3,2,1,1
"194",194,12,36.3333333333333,29,3,14,1,3
"195",195,7,37.2857142857143,29,1,3,1,1
"196",196,31,40.6451612903226,29,3,11,1,2
"197",197,8,45.125,9,1,3,1,1
"198",198,5,46.8,29,3,4,1,1
"199",199,1,48,29,3,13,1,1
"200",200,6,42.3333333333333,29,1,3,1,1
"201",201,30,38.4333333333333,29,2,7,1,2
"202",202,4,58.25,29,2,2,1,1
"203",203,3,39.6666666666667,29,2,2,1,1
"204",204,1,28,29,3,13,1,1
"205",205,2,47.5,29,2,6,1,2
"206",206,10,48.1,29,2,2,1,1
"207",207,11,42,29,3,14,1,1
"208",208,1,38,29,1,3,2,1
"209",209,1,62,29,1,2,1,1
"210",210,11,41.8181818181818,29,1,3,1,1
"211",211,19,45.5789473684211,29,1,3,1,1
"212",212,25,37,29,4,9,1,1
"213",213,10,48.5,29,1,1,1,1
"214",214,6,50,29,2,10,1,1
"215",215,6,44.3333333333333,29,2,6,1,2
"216",216,6,45.6666666666667,29,1,2,1,1
"217",217,7,47.5714285714286,29,1,2,1,1
"218",218,11,37.3636363636364,29,3,13,1,2
"219",219,2,40.5,29,4,2,1,1
"220",220,31,47.4838709677419,29,3,3,1,1
"221",221,2,40.5,29,3,7,1,1
"222",222,9,43.3333333333333,29,1,4,1,1
"223",223,1,33,44,3,7,1,1
"224",224,1,28,44,3,4,2,1
"225",225,6,37,29,3,2,1,2
"226",226,4,44,29,3,2,1,1
"227",227,1,52,29,2,10,1,1
"228",228,2,38,29,1,3,1,1
"229",229,13,50.1538461538462,29,1,3,1,1
"230",230,11,48.7272727272727,29,2,12,1,1
"231",231,9,39.1111111111111,29,3,2,1,3
"232",232,7,48.1428571428571,29,2,9,1,2
"233",233,6,33.8333333333333,29,1,1,1,1
"234",234,9,37.8888888888889,29,3,2,1,2
"235",235,3,34.6666666666667,29,3,1,1,1
"236",236,14,39.5714285714286,29,3,2,1,1
"237",237,2,52.5,29,1,3,1,1
"238",238,4,47.75,29,4,6,1,2
"239",239,31,38.8064516129032,29,4,6,1,1
"240",240,3,46,29,2,14,1,1
"241",241,1,38,29,1,2,1,1
"242",242,10,46.6,29,2,2,1,1
"243",243,1,28,29,4,14,1,4
"244",244,14,47.9285714285714,29,1,3,1,1
"245",245,4,44.25,29,3,11,1,1
"246",246,1,57,29,2,3,2,1
"247",247,16,41.6875,29,3,12,1,1
"248",248,9,40.5555555555556,29,2,9,1,1
"249",249,3,36.3333333333333,29,4,6,2,4
"250",250,11,46.9090909090909,28,1,3,1,1
"251",251,2,62,29,2,12,1,2
"252",252,2,62,29,2,12,2,1
"253",253,25,49.96,9,1,3,1,1
"254",254,17,47.5294117647059,29,1,3,1,1
"255",255,2,33,29,2,6,1,2
"256",256,2,54.5,29,3,5,2,4
"257",257,9,49.4444444444444,24,1,3,1,1
"258",258,3,52.3333333333333,24,2,2,1,1
"259",259,1,43,9,1,3,1,1
"260",260,2,35.5,29,4,7,1,1
"261",261,13,51.3076923076923,29,2,2,1,2
"262",262,13,42.6923076923077,29,4,4,1,1
"263",263,2,55,29,3,11,1,2
"264",264,12,37.5833333333333,29,4,4,1,1
"265",265,1,33,29,4,4,1,1
"266",266,5,39,29,4,2,1,1
"267",267,15,43.4,29,2,7,1,1
"268",268,4,35.5,29,4,2,1,1
"269",269,2,43,29,2,2,1,1
"270",270,7,42.8571428571429,29,4,2,1,1
"271",271,5,52.6,29,1,3,2,1
"272",272,1,43,9,1,3,1,1
"273",273,17,46.1176470588235,29,2,6,1,1
"274",274,1,82,29,1,3,1,1
"275",275,16,44.5625,29,2,2,1,1
"276",276,4,41.5,29,4,2,1,1
"277",277,29,41.7241379310345,29,4,3,1,1
"278",278,21,49.0952380952381,29,1,3,1,1
"279",279,20,38.6,29,4,4,1,1
"280",280,1,57,29,2,4,1,1
"281",281,10,51.8,29,2,12,1,2
"282",282,6,50,29,4,2,1,1
"283",283,2,40.5,29,3,14,1,1
"284",284,1,52,29,2,10,1,1
"285",285,1,57,29,2,13,1,2
"286",286,2,40.5,29,1,3,1,1
"287",287,13,43.8461538461538,29,3,6,2,1
"288",288,2,62,29,3,6,2,4
"289",289,4,47.75,29,4,3,1,1
"290",290,5,32,29,4,2,1,1
"291",291,6,37,29,4,3,1,1
"292",292,46,43.3695652173913,29,3,2,1,2
"293",293,1,55,29,3,11,1,3
"294",294,6,46.8333333333333,29,1,14,1,1
"295",295,10,30.7,29,1,14,1,1
"296",296,8,38.5,29,4,4,2,1
"297",297,1,48,29,3,9,1,1
"298",298,1,38,29,4,4,1,1
"299",299,4,48.75,29,2,3,1,1
"300",300,3,47.6666666666667,29,1,3,1,1
"301",301,12,34.1666666666667,29,1,4,1,1
"302",302,2,23,29,4,3,1,1
"303",303,1,18,29,3,13,2,3
"304",304,8,42.625,29,2,6,2,1
"305",305,15,42,29,2,4,1,1
"306",306,4,41.75,29,4,2,1,1
"307",307,8,40.25,9,1,4,1,1
"308",308,1,33,29,4,4,1,1
"309",309,2,38,29,1,2,1,2
"310",310,9,51.7777777777778,29,2,2,1,1
"311",311,1,52,29,2,10,1,1
"312",312,3,38,46,4,4,1,1
"313",313,1,62,29,1,2,1,3
"314",314,13,44.8461538461538,44,4,4,1,1
"315",315,1,28,29,3,9,2,1
"316",316,6,37.6666666666667,29,3,2,1,1
"317",317,1,28,29,1,1,1,1
"318",318,1,48,29,4,14,2,5
"319",319,3,43,29,3,6,1,1
"320",320,10,41.9,29,4,2,1,1
"321",321,25,43.8,29,4,4,1,1
"322",322,1,48,29,3,14,1,1
"323",323,1,33,29,1,12,2,2
"324",324,8,44.125,29,3,14,1,2
"325",325,11,44.9090909090909,29,2,2,1,2
"326",326,9,41.6666666666667,29,4,2,1,2
"327",327,14,38.5714285714286,29,1,4,1,1
"328",328,3,59,29,1,3,1,1
"329",329,4,57,29,1,3,1,1
"330",330,8,43.25,29,1,1,1,1
"331",331,8,42.25,29,4,9,1,1
"332",332,13,44.4615384615385,29,3,14,1,1
"333",333,3,65.3333333333333,29,2,12,1,1
"334",334,7,37.7142857142857,29,3,13,1,3
"335",335,7,45.5714285714286,29,4,9,1,2
"336",336,8,44.25,29,3,9,1,1
"337",337,7,50.2857142857143,9,1,2,1,2
"338",338,2,54.5,9,2,10,1,1
"339",339,5,58.2,29,2,2,1,1
"340",340,4,58.5,9,2,2,1,1
"341",341,16,42.25,29,1,3,1,1
"342",342,32,39.15625,29,4,3,1,1
"343",343,5,37,29,4,9,1,3
"344",344,4,52.5,9,3,3,1,2
"345",345,8,37.375,29,3,4,2,1
"346",346,2,38,29,2,9,1,1
"347",347,4,52.5,29,1,3,1,1
"348",348,8,36.125,29,4,3,1,1
"349",349,1,28,29,1,8,1,1
"350",350,4,32.75,29,4,3,1,2
"351",351,1,43,44,1,3,1,1
"352",352,1,57,29,2,9,1,2
"353",353,2,40.5,44,3,12,1,1
"354",354,1,43,44,4,2,1,1
"355",355,6,50.3333333333333,29,1,3,1,1
"356",356,3,39.6666666666667,29,4,3,1,1
"357",357,6,37.1666666666667,29,4,4,2,3
"358",358,7,38,29,1,4,1,1
"359",359,1,28,29,1,8,1,1
"360",360,27,43.4444444444444,29,3,3,1,1
"361",361,1,43,29,1,3,1,1
"362",362,2,35.5,29,4,4,1,1
"363",363,6,45.3333333333333,29,1,3,1,1
"364",364,6,40.3333333333333,29,4,4,1,1
"365",365,10,38.9,29,4,2,1,1
"366",366,6,41.8333333333333,29,2,9,1,1
"367",367,5,54.4,29,2,2,1,1
"368",368,1,38,29,1,4,1,3
"369",369,4,46,29,1,2,1,2
"370",370,10,35.5,29,4,14,1,3
"371",371,5,41.8,29,4,2,1,1
"372",372,6,57.1666666666667,29,2,13,1,2
"373",373,1,28,29,4,6,2,2
"374",374,2,59.5,29,1,3,1,1
"375",375,12,48.4166666666667,29,4,2,2,1
"376",376,3,41.3333333333333,29,2,2,1,1
"377",377,4,35.5,29,4,2,1,1
"378",378,2,33,29,4,2,1,1
"379",379,2,52.5,15,1,3,2,1
"380",380,8,42.125,9,1,2,1,1
"381",381,9,39.6666666666667,29,3,9,1,1
"382",382,22,45.9545454545455,24,3,2,1,2
"383",383,8,46.375,29,1,3,1,1
"384",384,3,42,29,2,13,1,2
"385",385,1,62,29,1,2,1,1
"386",386,10,43.6,29,3,14,1,1
"387",387,2,35.5,29,1,14,2,1
"388",388,1,62,9,1,1,1,2
"389",389,1,38,9,1,2,1,2
"390",390,1,38,29,4,3,1,1
"391",391,17,48.9411764705882,24,2,2,1,1
"392",392,3,44.3333333333333,9,1,14,1,1
"393",393,1,50,29,3,9,1,2
"394",394,6,43.5,29,1,3,1,1
"395",395,9,44.8888888888889,24,3,12,1,1
"396",396,1,57,29,3,14,1,2
"397",397,6,50.8333333333333,9,1,3,1,1
"398",398,1,57,46,2,3,2,1
"399",399,1,43,46,3,12,1,1
"400",400,1,52,46,2,14,2,1
"401",401,1,28,46,3,4,2,1
"402",402,1,43,46,1,3,1,1
"403",403,1,38,46,1,2,1,1
"404",404,1,52,46,2,2,1,1
"405",405,1,62,46,1,2,1,1
"406",406,1,48,46,3,11,1,1
"407",407,1,67,9,2,2,1,1
"408",408,15,51.8,9,1,2,1,2
"409",409,1,48,29,3,14,1,1
"410",410,1,38,9,1,3,2,1
"411",411,7,47.7142857142857,9,1,2,1,2
"412",412,1,62,29,1,1,1,2
"413",413,3,42.6666666666667,29,2,4,1,1
"414",414,4,41,29,1,3,1,1
"415",415,4,57,29,2,2,1,1
"416",416,15,51.2666666666667,29,1,3,1,1
"417",417,31,45.8064516129032,29,1,3,1,1
"418",418,2,38,29,2,6,1,2
"419",419,2,61,29,1,3,1,1
"420",420,26,47,29,3,2,1,1
"421",421,4,47.75,29,1,3,1,1
"422",422,14,42.2857142857143,29,4,2,1,1
"423",423,6,38.3333333333333,9,3,7,1,1
"424",424,10,45.3,46,1,3,1,1
"425",425,8,44.625,9,1,3,1,1
"426",426,8,50.75,16,1,3,1,1
"427",427,3,46,46,2,2,1,1
"428",428,5,36,29,4,3,1,1
"429",429,8,45,29,3,4,1,1
"430",430,1,38,44,1,2,1,1
"431",431,2,40.5,29,1,3,1,1
"432",432,1,52,29,2,10,1,1
"433",433,21,39.9047619047619,29,2,9,1,2
"434",434,2,45.5,29,3,7,1,2
"435",435,6,50.1666666666667,29,1,2,1,2
"436",436,1,38,29,1,3,2,1
"437",437,3,34.6666666666667,9,3,8,1,1
"438",438,2,60,9,1,3,1,1
"439",439,4,46.5,9,1,3,1,1
"440",440,3,52,9,2,14,2,1
"441",441,9,47.7777777777778,9,1,3,1,1
"442",442,1,38,9,2,6,2,1
"443",443,6,33.3333333333333,9,3,7,1,2
"444",444,6,49,9,2,12,1,1
"445",445,2,35.5,29,3,14,1,1
"446",446,3,46,29,2,6,1,1
"447",447,2,33,29,1,1,1,1
"448",448,2,48,29,3,11,1,1
"449",449,2,35.5,29,4,3,1,1
"450",450,1,28,29,4,14,1,4
"451",451,16,44.4375,29,4,2,1,1
"452",452,2,45,29,3,9,2,1
"453",453,4,30.5,29,1,8,1,1
"454",454,9,34.1111111111111,29,4,7,1,1
"455",455,2,47.5,29,1,3,1,1
"456",456,15,44.8666666666667,29,2,3,1,1
"457",457,2,47.5,29,1,3,1,1
"458",458,2,27,29,3,7,1,3
"459",459,9,44.8888888888889,29,1,2,1,1
"460",460,13,42.3846153846154,29,1,14,1,1
"461",461,4,46.25,28,4,6,2,1
"462",462,40,46.35,9,1,1,1,2
"463",463,6,40.5,29,4,9,2,2
"464",464,6,53.5,9,1,3,1,1
"465",465,5,46.4,29,2,7,1,1
"466",466,12,47.75,29,1,3,1,1
"467",467,2,52.5,29,1,3,1,1
"468",468,1,48,29,3,6,1,1
"469",469,4,41.5,29,3,14,2,4
"470",470,3,54,44,2,4,1,1
"471",471,5,52.2,29,2,12,1,2
"472",472,8,47.5,29,2,9,1,2
"473",473,6,38,29,3,6,1,1
"474",474,9,51.7777777777778,29,3,2,1,2
"475",475,2,50,29,1,3,2,1
"476",476,4,45,29,3,1,1,2
"477",477,4,31.75,9,1,14,2,2
"478",478,16,45.8125,29,3,12,1,1
"479",479,4,45,29,1,6,1,1
"480",480,7,44.1428571428571,29,4,7,1,1
"481",481,12,44.0833333333333,29,1,3,1,1
"482",482,10,40.9,29,1,3,1,1
"483",483,3,51,29,3,14,1,1
"484",484,5,37,9,3,12,1,2
"485",485,17,43.0588235294118,9,3,2,1,2
"486",486,15,41.2,29,1,3,1,1
"487",487,5,40.8,29,3,2,2,1
"488",488,10,42,29,1,3,1,1
"489",489,5,44.6,9,2,1,1,1
"490",490,13,53,46,1,3,1,1
"491",491,1,67,29,2,2,1,1
"492",492,3,39.3333333333333,29,3,6,2,3
"493",493,25,48,9,2,2,1,1
"494",494,3,49,29,2,10,1,1
"495",495,3,39.6666666666667,9,1,8,1,1
"496",496,2,45,9,1,3,1,1
"497",497,3,46,29,1,14,1,1
"498",498,23,50.1304347826087,24,2,2,1,2
"499",499,2,23,29,4,7,1,2
"500",500,2,54.5,9,2,3,2,1
"501",501,31,46,29,1,2,1,1
"502",502,2,38,29,4,3,1,1
"503",503,6,44.3333333333333,9,3,2,1,1
"504",504,6,45.1666666666667,9,2,1,1,2
"505",505,5,47.4,29,2,12,1,1
"506",506,4,56,24,1,4,1,2
"507",507,3,50,29,3,7,1,2
"508",508,10,38.4,10,3,6,1,3
"509",509,5,43.8,29,2,6,1,2
"510",510,2,33,46,1,14,2,1
"511",511,4,39.25,9,1,8,1,1
"512",512,27,43.5185185185185,29,4,9,1,1
"513",513,33,39.4848484848485,29,3,14,1,1
"514",514,23,43.6521739130435,29,3,4,2,1
"515",515,2,55,41,1,3,1,1
"516",516,6,52.3333333333333,29,1,2,1,1
"517",517,7,41.2857142857143,24,1,3,2,1
"518",518,13,47.2307692307692,9,2,2,1,1
"519",519,4,56.25,9,1,3,1,1
"520",520,7,38,9,3,9,1,1
"521",521,2,57,24,2,9,1,2
"522",522,19,39.9473684210526,29,4,6,1,1
"523",523,7,39.2857142857143,29,4,3,1,1
"524",524,3,46,29,2,4,1,1
"525",525,26,45.3846153846154,29,1,3,1,1
"526",526,16,47.0625,29,2,2,1,2
"527",527,1,28,29,3,2,2,2
"528",528,2,45,29,2,6,2,1
"529",529,5,39.8,29,4,14,1,2
"530",530,4,56,29,2,2,1,1
"531",531,12,47.3333333333333,29,2,2,1,1
"532",532,2,55,41,1,3,1,1
"533",533,7,36.8571428571429,29,3,14,2,1
"534",534,11,48.2727272727273,9,1,1,1,2
"535",535,2,40.5,9,2,6,1,2
"536",536,6,32.1666666666667,29,3,6,1,1
"537",537,6,42.6666666666667,9,1,1,1,1
"538",538,3,48,9,3,13,1,1
"539",539,25,42.12,9,3,4,1,1
"540",540,6,43.6666666666667,29,1,3,1,1
"541",541,4,40.5,9,1,3,1,1
"542",542,25,42.4,27,3,2,1,1
"543",543,1,43,9,3,12,1,1
"544",544,13,40,29,4,4,1,1
"545",545,1,57,29,2,2,1,2
"546",546,2,45,9,1,3,2,1
"547",547,6,38.6666666666667,29,4,2,2,1
"548",548,5,39.8,29,3,14,1,1
"549",549,1,28,29,3,4,2,1
"550",550,9,52.3333333333333,29,2,9,1,1
"551",551,6,46,29,1,14,1,1
"552",552,1,28,29,3,4,2,1
"553",553,30,45.9333333333333,24,1,2,1,1
"554",554,3,47.6666666666667,24,1,3,1,3
"555",555,7,37.1428571428571,7,3,9,1,1
"556",556,16,45.9375,24,3,2,1,2
"557",557,2,43,29,4,4,1,1
"558",558,2,48,29,3,14,1,1
"559",559,1,28,29,3,14,1,2
"560",560,4,56,29,2,3,1,1
"561",561,7,42,29,2,6,1,2
"562",562,16,44.9375,29,2,2,1,1
"563",563,33,40.3939393939394,29,4,3,1,1
"564",564,3,52.3333333333333,29,1,3,1,1
"565",565,4,42.25,29,1,3,1,1
"566",566,1,62,9,1,2,1,1
"567",567,1,43,29,4,2,1,2
"568",568,3,38,29,4,3,1,1
"569",569,1,52,29,3,6,2,2
"570",570,1,28,29,3,2,2,2
"571",571,2,40.5,9,2,2,1,1
"572",572,12,48.6666666666667,24,1,3,1,1
"573",573,2,38,29,2,6,2,1
"574",574,9,46.3333333333333,29,1,3,2,1
"575",575,18,35.2222222222222,21,4,14,1,3
"576",576,1,62,9,1,2,1,1
"577",577,2,38,29,1,8,1,1
"578",578,9,48.1111111111111,9,1,3,1,1
"579",579,2,30.5,29,4,7,1,1
"580",580,1,33,9,1,14,2,1
"581",581,5,45.8,21,1,3,1,1
"582",582,4,40.5,21,1,3,1,1
"583",583,17,41.6470588235294,29,4,4,1,1
"584",584,26,38.3461538461538,29,4,9,1,1
"585",585,1,33,29,3,6,1,1
"586",586,6,54.8333333333333,9,1,2,1,1
"587",587,9,49.8888888888889,10,1,3,1,1
"588",588,2,35.5,41,2,2,1,1
"589",589,1,67,29,2,2,1,1
"590",590,1,43,29,4,4,1,3
"591",591,4,42.75,29,2,9,1,2
"592",592,1,38,29,4,7,2,3
"593",593,4,39.25,29,1,3,1,1
"594",594,9,49.2222222222222,9,3,13,1,1
"595",595,11,47.4545454545455,9,1,3,1,1
"596",596,2,61,29,1,3,1,1
"597",597,10,41,29,4,2,1,1
"598",598,2,46.5,29,4,7,1,5
"599",599,1,52,9,2,12,1,1
"600",600,6,46,29,4,2,1,1
"601",601,18,43.7222222222222,29,4,2,1,1
"602",602,5,37.8,29,2,14,2,1
"603",603,33,41.3030303030303,29,4,2,1,1
"604",604,20,43.3,29,1,3,1,1
"605",605,9,39.4444444444444,29,3,14,1,2
"606",606,14,43.1428571428571,29,1,3,1,1
"607",607,4,43.75,29,4,4,1,2
"608",608,7,44,29,1,13,1,1
"609",609,3,51,29,3,9,1,1
"610",610,15,45.9333333333333,29,4,4,1,1
"611",611,5,37,29,1,3,1,1
"612",612,4,36.75,29,3,6,1,1
"613",613,14,47.7142857142857,29,1,3,1,1
"614",614,5,40.8,29,3,2,1,2
"615",615,7,47,29,1,2,1,2
"616",616,11,44,29,2,6,1,1
"617",617,1,67,29,2,12,1,2
"618",618,1,38,29,4,3,1,1
"619",619,5,36,29,3,4,2,1
"620",620,6,45.8333333333333,29,2,13,1,1
"621",621,20,46.1,29,1,4,1,1
"622",622,3,31.3333333333333,29,4,4,1,1
"623",623,5,35.4,29,3,14,2,4
"624",624,15,45.2,29,1,6,1,3
"625",625,5,40.6,29,2,4,1,1
"626",626,7,40.1428571428571,29,4,4,1,1
"627",627,1,43,29,4,14,1,3
"628",628,10,37.4,29,1,14,1,1
"629",629,9,53.1111111111111,29,2,12,1,1
"630",630,4,47.5,29,2,8,1,1
"631",631,18,37.7777777777778,29,4,3,2,1
"632",632,1,28,29,4,1,2,4
"633",633,1,38,29,1,3,2,1
"634",634,7,38.7142857142857,29,3,14,1,1
"635",635,2,50,29,2,2,1,1
"636",636,2,30.5,29,1,8,1,1
"637",637,1,62,29,2,2,1,1
"638",638,60,37.9166666666667,29,4,2,1,2
"639",639,2,50,29,2,9,1,2
"640",640,4,40.75,29,3,3,1,1
"641",641,12,40,29,4,2,2,1
"642",642,1,28,29,3,4,2,1
"643",643,8,49.5,29,2,2,1,1
"644",644,5,37.8,29,1,3,1,1
"645",645,11,52.9090909090909,29,1,2,1,1
"646",646,2,52.5,29,1,3,1,1
"647",647,5,38,38,4,2,2,1
